,County,City,Zipcode,Date,Price,Bedrooms,Title,Location,Link
67,Bergen,Demarest,7627,2018-04-16 09:19,2325,2br,♻2BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/2br-luxury-building-no-fee/6554492754.html
68,Bergen,Demarest,7627,2018-04-16 09:19,3700,2br,♧♧ 2BR LUXURY EDGEWATER PROPERTY! NYC VIEWS!! **NO FEE! ♧, EDGEWATER,https://newjersey.craigslist.org/apa/d/2br-luxury-edgewater-property/6556096327.html
69,Bergen,Demarest,7627,2018-04-16 09:19,2340,2br,♻2BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/2br-luxury-building-no-fee/6556112543.html
70,Bergen,Demarest,7627,2018-04-16 09:19,2615,2br,♧ 2BR LUXURY PROPERTY! 2 MONTHS FREE RENT! *NO FEE! MINUTES FROM NYC!, SECAUCUS,https://newjersey.craigslist.org/apa/d/2br-luxury-property-2-months/6554481564.html
71,Bergen,Demarest,7627,2018-04-16 09:19,1780,1br,♻1BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/1br-luxury-building-no-fee/6554460547.html
73,Bergen,Demarest,7627,2018-04-16 09:18,3300,3br,Spacious Three Bed One Bath Apartment in Corner Building!, Hoboken,https://newjersey.craigslist.org/apa/d/spacious-three-bed-one-bath/6562463118.html
74,Bergen,Demarest,7627,2018-04-16 09:18,1285,2br,NEWLY UPDATED BELLEVILLE 2 BDRM.*, BELLEVILLE,https://newjersey.craigslist.org/apa/d/newly-updated-belleville-2/6562448860.html
75,Bergen,Demarest,7627,2018-04-16 09:17,2150,1br,"Exposed Brick, Heat and Hot Water Included, NO FEE", Hoboken,https://newjersey.craigslist.org/apa/d/exposed-brick-heat-and-hot/6562462674.html
76,Bergen,Demarest,7627,2018-04-16 09:15,2025,1br,"Incredible Amenities, Cats and Dogs Ok, Washer and Dryer Included", Fort Lee,https://newjersey.craigslist.org/apa/d/incredible-amenities-cats-and/6562460953.html
77,Bergen,Demarest,7627,2018-04-16 09:15,1450,,Bedroom:Garden Parking Nr Everything, RIDGEFIELD,https://newjersey.craigslist.org/apa/d/bedroomgarden-parking-nr/6561627172.html
78,Bergen,Demarest,7627,2018-04-16 09:15,1395,2br,SPACIOUS  2 BEDROOM APARTMENT***HEAT & HOT WATER INCLUDED***, 631 N. Broad St,https://newjersey.craigslist.org/apa/d/spacious-2-bedroom/6558159673.html
79,Bergen,Demarest,7627,2018-04-16 09:15,1395,2br,** APARTAMENTO DE 2 HABITACIONES *CALEFACCION Y AGUA CALIENTE INCLUIDA, Elizabeth NJ,https://newjersey.craigslist.org/apa/d/apartamento-de-2-habitaciones/6558947317.html
80,Bergen,Demarest,7627,2018-04-16 09:14,895,,112 Westfield STUDIO close to Elizabeth Station (NJ Transit to NYC), 112 WESTFIELD AVE. ELIZABETH NJ,https://newjersey.craigslist.org/apa/d/112-westfield-studio-close-to/6559158686.html
81,Bergen,Demarest,7627,2018-04-16 09:14,2146,1br,Studio Apartment - OPEN NOW! - w off-street parking & laundry,,https://newjersey.craigslist.org/apa/d/studio-apartment-open-now-off/6562460201.html
82,Bergen,Demarest,7627,2018-04-16 09:13,1295,2br,"updated apt, EIK, back yard, heat incl", East Orange,https://newjersey.craigslist.org/apa/d/updated-apt-eik-back-yard/6562438102.html
83,Bergen,Demarest,7627,2018-04-16 09:13,900,,NEWLY UPDATED UNION STUDIO.* ALLUTITITIES INC.., Union,https://newjersey.craigslist.org/apa/d/newly-updated-union-studio/6560609099.html
84,Bergen,Demarest,7627,2018-04-16 09:10,1600,,Large 4 Bedroom Duplex 1 Bathroom Nice Yard, 41 Highland Street,https://newjersey.craigslist.org/apa/d/large-4-bedroom-duplex-1/6562456745.html
85,Bergen,Demarest,7627,2018-04-16 09:07,900,,STUDIO--HHW--PARKING--Close to NYC Transportation ( Bus and Train), NEW MILFORD,https://newjersey.craigslist.org/apa/d/studio-hhw-parking-close-to/6561030773.html
86,Bergen,Demarest,7627,2018-04-16 09:06,3700,4br,Livingston 4 Bed 2 1/2 Bath Bilevel Home For Rent in," 20 S Mitchell Ave, Livingston, NJ",https://newjersey.craigslist.org/apa/d/livingston-4-bedbath-bilevel/6562454491.html
87,Bergen,Demarest,7627,2018-04-16 09:06,2445,1br,Spacious 1BR with 1 free month, Bayonne,https://newjersey.craigslist.org/apa/d/spacious-1br-with-1-free-month/6562454072.html
88,Bergen,Demarest,7627,2018-04-16 09:04,1250,1br,LARGE 1 Bedroom-ALL Utilities Included-NO Broker Fee, Jersey City,https://newjersey.craigslist.org/apa/d/large-1-bedroom-all-utilities/6562452970.html
89,Bergen,Demarest,7627,2018-04-16 09:04,1095,,Studio Includes All Utilities, montclair,https://newjersey.craigslist.org/apa/d/studio-includes-all-utilities/6561026005.html
90,Bergen,Demarest,7627,2018-04-16 09:03,1200,2br,"NEWLY UPDATED BELLEVILLE 2 BDRM.*  YARD, PET OK !!", BELLEVILLE,https://newjersey.craigslist.org/apa/d/newly-updated-belleville-2/6555434256.html
91,Bergen,Demarest,7627,2018-04-16 09:02,1559,3br,1234 Holmes Ave Gorgeous Wooded & Fenced Lot with Huge De & For Rent!," Bloomfield, NJ",https://newjersey.craigslist.org/apa/d/1234-holmes-ave-gorgeous/6562451556.html
92,Bergen,Demarest,7627,2018-04-16 09:02,1100,1br,"LARGE MODERN BLOOMFIELD 1 BR. (2nd Floor Unit) 1 BATH, HT/HW INCLUDED", BLOOMFIELD,https://newjersey.craigslist.org/apa/d/large-modern-bloomfield-1-br/6554827764.html
93,Bergen,Demarest,7627,2018-04-16 09:01,2550,2br,2BR/2BA NEW CONSTRUCTION LUXURY RENTAL NEAR ALL NYC TRANSIT," Carlstadt, BERGEN COUNTY NEAR NYC",https://newjersey.craigslist.org/apa/d/2br-2ba-new-construction/6545155038.html
94,Bergen,Demarest,7627,2018-04-16 09:00,1000,1br,NEWLY UPDATED LYNDJURST 1 BDR.* UTILITIES INCLUDED*, LYNDHURST,https://newjersey.craigslist.org/apa/d/newly-updated-lyndjurst-1-bdr/6555346670.html
95,Bergen,Demarest,7627,2018-04-16 08:59,1300,2br,"NEWLY UPDATED IRONBOUND 2 BDR, NEW CARPETING"," NEWARK, IRONBOUND",https://newjersey.craigslist.org/apa/d/newly-updated-ironbound-2-bdr/6555283998.html
96,Bergen,Demarest,7627,2018-04-16 08:59,1300,,1 Large Studio Pets Ok, montclair,https://newjersey.craigslist.org/apa/d/1-large-studio-pets-ok/6558986892.html
97,Bergen,Demarest,7627,2018-04-16 08:59,1300,2br,NEWLY UPDATED HARRISON 2 BDR.* STEPS TO PATH STATION, HARRISON,https://newjersey.craigslist.org/apa/d/newly-updated-harrison-2-bdr/6555305291.html
98,Bergen,Demarest,7627,2018-04-16 08:59,400,3br,"""WOW""**3 bed/2 bath House ""Available Now""",,https://newjersey.craigslist.org/apa/d/wow3-bed-2-bath-house/6538752099.html
101,Bergen,Demarest,7627,2018-04-16 08:58,1400,2br,NEWLY UPDATE CALDWELL 2 BDR. NEW WALL/WALL CARPET, CALDWELL,https://newjersey.craigslist.org/apa/d/newly-update-caldwell-2-bdr/6555486283.html
102,Bergen,Demarest,7627,2018-04-16 08:57,1400,5br,Beautiful 5 bed apartment for rental, north jersey House Rent Appartment,https://newjersey.craigslist.org/apa/d/beautiful-5-bed-apartment-for/6555932263.html
103,Bergen,Demarest,7627,2018-04-16 08:56,1075,1br,Available for rent, Newark,https://newjersey.craigslist.org/apa/d/available-for-rent/6555625536.html
104,Bergen,Demarest,7627,2018-04-16 08:55,1760,3br,Great 3 BR apt with new maytag washer & dryer on tree lined street, Jersey City Heights,https://newjersey.craigslist.org/apa/d/great-3-br-apt-with-new/6554434119.html
105,Bergen,Demarest,7627,2018-04-16 08:54,2670,1br,"1 bedroom - W/ Loft, Walk In Closets, Garage parking - Apply Today!",,https://newjersey.craigslist.org/apa/d/1-bedroom-loft-walk-in/6548211439.html
106,Bergen,Demarest,7627,2018-04-16 08:53,2216,1br,Renovated 1BR/1BA Available! Beautiful Community! Close to NYC!, Englewood,https://newjersey.craigslist.org/apa/d/renovated-1br-1ba-available/6562445886.html
107,Bergen,Demarest,7627,2018-04-16 08:52,1735,2br,"Alpine Model Rent Special,  1 Free Month & Waive App. Fee", Lebanon,https://newjersey.craigslist.org/apa/d/alpine-model-rent-special-1/6562445582.html
108,Bergen,Demarest,7627,2018-04-16 08:50,1400,2br,Condo   2 / bedroom or 1 bedroom apt, North bergen,https://newjersey.craigslist.org/apa/d/condo-2-bedroom-or-1-bedroom/6553473121.html
109,Bergen,Demarest,7627,2018-04-16 08:49,900,3br,^Lovely Spacious^3Bed 2Bath..House^,,https://newjersey.craigslist.org/apa/d/lovely-spacious3bed-2bathhouse/6543714577.html
110,Bergen,Demarest,7627,2018-04-16 08:49,1325,1br,Immediate move-in**Lg 1 BR**$1325 H/HW/G included**Easy Commute, Ridgefield Park,https://newjersey.craigslist.org/apa/d/immediate-move-inlg-1-br1325/6559968443.html
111,Bergen,Demarest,7627,2018-04-16 08:49,1150,1br,"$1150+Utils**1BR w/ Terrace**MAY 15**close to NYC buses, parks, etc."," Ridgefield Park, NJ",https://newjersey.craigslist.org/apa/d/1150utils1br-terracemay/6544563797.html
114,Bergen,Demarest,7627,2018-04-16 08:47,1295,2br,"So Pretty! Modern 2BR in Clifton. Pergo Flrs, Laundry, Storage...", Clifton,https://newjersey.craigslist.org/apa/d/so-pretty-modern-2br-in/6558829378.html
116,Bergen,Demarest,7627,2018-04-16 08:47,1295,1br,"Spectacular w/ ALL Large Rms. Wood Flrs, Park'g,Laundry Saddle Brook", Saddle Brook,https://newjersey.craigslist.org/apa/d/spectacular-all-large-rms/6558831070.html
117,Bergen,Demarest,7627,2018-04-16 08:46,2550,1br,♯♯1BR LUXURY BUILDING! NYC VIEWS! **NO FEE! GET TO NYC IN 10 MINUTES, WEEHAWKEN,https://newjersey.craigslist.org/apa/d/1br-luxury-building-nyc-views/6562437712.html
118,Bergen,Demarest,7627,2018-04-16 08:46,1400,2br,"Clifton-Gorgeous 2BR in Valley Rd Sect'n. W/D h-ups, Park'g, NY Views", Clifton,https://newjersey.craigslist.org/apa/d/clifton-gorgeous-2br-in/6560749224.html
119,Bergen,Demarest,7627,2018-04-16 08:45,1650,1br,Loft Style Apartment Downtown West Orange H&HW Included no broker fee, West Orange,https://newjersey.craigslist.org/apa/d/loft-style-apartment-downtown/6533939378.html
0,Bergen,Dumont,7628,2018-04-16 09:46,825,,"COZY NEWLY RENOVATED BLOOMFIELD ST. APT, HT/HW INC", BLOOMFIELD,https://newjersey.craigslist.org/apa/d/cozy-newly-renovated/6561770088.html
1,Bergen,Dumont,7628,2018-04-16 09:45,1800,2br,Two Bedroom With a Loft - W/D in the Bldg /Heat & Hot Water Included!, Hoboken,https://newjersey.craigslist.org/apa/d/two-bedroom-with-loft-d-in/6562486192.html
2,Bergen,Dumont,7628,2018-04-16 09:45,1225,,Studio Renovated Jersey City Heights Walk 2 JSQ Path Train Heat Inc'd, JERSEY CITY  95 BEACON AVE,https://newjersey.craigslist.org/apa/d/studio-renovated-jersey-city/6547467661.html
3,Bergen,Dumont,7628,2018-04-16 09:44,1990,2br,Crestmon Model with 2nd kitchen and rec room, Lebanon,https://newjersey.craigslist.org/apa/d/crestmon-model-with-2nd/6562485579.html
4,Bergen,Dumont,7628,2018-04-16 09:44,1800,3br,**LIGHT AND BRIGHT 3 BEDROOM APT.**, Jersey City,https://newjersey.craigslist.org/apa/d/light-and-bright-3-bedroom-apt/6562485461.html
5,Bergen,Dumont,7628,2018-04-16 09:44,1400,2br,"LARGE NEWLY UPDATED BLOOMFIELD 2 BDR,,  PETS OK.", BLOOMFIELD,https://newjersey.craigslist.org/apa/d/large-newly-updated/6561351732.html
6,Bergen,Dumont,7628,2018-04-16 09:43,1600,2br,"2Bd,liv, Diningeoom, New kitchen & Floor, Elmwood, Near NYC Transit",,https://newjersey.craigslist.org/apa/d/2bdliv-diningeoom-new-kitchen/6559931842.html
7,Bergen,Dumont,7628,2018-04-16 09:43,1095,,BEAUTIFUL STUDIO /  includes gas heat & hot water!, HACKENSACK,https://newjersey.craigslist.org/apa/d/beautiful-studio-includes-gas/6561650920.html
8,Bergen,Dumont,7628,2018-04-16 09:42,1725,1br,Great Studio! ! Mnth Free/$0 Deposit! Least Expensive Lux!CHK IT OUT, West New York,https://newjersey.craigslist.org/apa/d/great-studio-mnth-free-0/6544717820.html
9,Bergen,Dumont,7628,2018-04-16 09:42,1850,1br,Amenities Galore!! Roofdeck/Fitness center/Lounge! $0 Deposit!!!, Hackensack,https://newjersey.craigslist.org/apa/d/amenities-galore-roofdeck/6551520342.html
10,Bergen,Dumont,7628,2018-04-16 09:42,995,1br,BEAUTIFUL 1 BED ON N. BROAD ST. WITH HEAT & HOT WATER INCLUDED!!!, Elizabeth,https://newjersey.craigslist.org/apa/d/beautiful-1-bed-on-broad-st/6562483497.html
11,Bergen,Dumont,7628,2018-04-16 09:42,1850,1br,Spacious 1 Bedroom! Rent Direct! NO DEPOSIT!  BRAND SPANKIN NEW!, Hackensack,https://newjersey.craigslist.org/apa/d/spacious-1-bedroom-rent/6551516565.html
12,Bergen,Dumont,7628,2018-04-16 09:39,2200,2br,"Adorable, Renovated Cottage- Location!- 2 Miles to Downtown Morristown"," Cedar Knolls, NJ",https://newjersey.craigslist.org/apa/d/adorable-renovated-cottage/6562479315.html
13,Bergen,Dumont,7628,2018-04-16 09:38,1625,1br,Looking Someone to takeover My Apts Lease ASAP - 1 Bedroom Apt," Randolph, NJ",https://newjersey.craigslist.org/apa/d/looking-someone-to-takeover/6562480460.html
14,Bergen,Dumont,7628,2018-04-16 09:38,900,1br,"NEWLY UPDATED NORTH ARLINGTON 1 BEDROOM/ 1 BATH, UTILITIES/INTERNET", NORTH ARLINGTON,https://newjersey.craigslist.org/apa/d/newly-updated-north-arlington/6560638411.html
15,Bergen,Dumont,7628,2018-04-16 09:38,1450,2br,NORTH MOUNTAIN RIDGE- Only one left - Large  2 Bedrooms - $1450," 351 North Drive, No. Plainfield, NJ",https://newjersey.craigslist.org/apa/d/north-mountain-ridge-only-one/6545513729.html
16,Bergen,Dumont,7628,2018-04-16 09:38,1150,2br,NEWLY UPDATED IRONBOUND 2 BDRM. NICE YARD, NEWARK / IRONBOUND,https://newjersey.craigslist.org/apa/d/newly-updated-ironbound-2/6560643157.html
17,Bergen,Dumont,7628,2018-04-16 09:38,1315,2br,GARFIELD PARK -   May/June - - - 2 Bedrooms/1 Bath - $1315," 210 Cherry Ave., Bound Brook, NJ",https://newjersey.craigslist.org/apa/d/garfield-park-may-june-2/6545228155.html
18,Bergen,Dumont,7628,2018-04-16 09:38,1995,2br,SUMMIT HOUSE - MAY - - Large 2 Bedrooms - 1st Floor w/Patio- $1995," 6-18 Summit St., West Orange, NJ",https://newjersey.craigslist.org/apa/d/summit-house-may-large-2/6541720158.html
19,Bergen,Dumont,7628,2018-04-16 09:38,1331,1br,FORT WASHINGTON APARTMENTS/Fort Lee -Mid June -1 Bedroom - $1333.50," 1575 Palisade Ave., Fort Lee, NJ",https://newjersey.craigslist.org/apa/d/fort-washington-apartments/6551835018.html
20,Bergen,Dumont,7628,2018-04-16 09:38,1400,,Large 2 bedroom.  Heat and hot water included., Belleville,https://newjersey.craigslist.org/apa/d/large-2-bedroom-heat-and-hot/6558132660.html
21,Bergen,Dumont,7628,2018-04-16 09:37,1575,2br,MONTGOMERY ARMS - May - 2 Bedrooms - $1575," 300 Montgomery St., Bloomfield, NJ",https://newjersey.craigslist.org/apa/d/montgomery-arms-may-2/6559862035.html
22,Bergen,Dumont,7628,2018-04-16 09:37,1100,1br,DEVON COURT - Ready Now- - 1 Bedroom - $1100," 200 Belleville Ave., Bloomfield, NJ",https://newjersey.craigslist.org/apa/d/devon-court-ready-now-1/6560263619.html
23,Bergen,Dumont,7628,2018-04-16 09:37,1195,1br,LUXURY APT*SS APPLIANCE*1 BR ON HIGH STREET IN ORANGE*REAL PICS*NO FEE, HIGH STREET ORANGE NJ,https://newjersey.craigslist.org/apa/d/luxury-aptss-appliance1-br-on/6560022731.html
24,Bergen,Dumont,7628,2018-04-16 09:37,1450,2br,**BRAND NEW BUILDING--LUXURY JR 2 BR--GRANITE--SS APPLIANCES**, EAST ORANGE*NORTH ARLINGTON AVENUE,https://newjersey.craigslist.org/apa/d/brand-new-building-luxury-jr/6555990126.html
25,Bergen,Dumont,7628,2018-04-16 09:37,1100,1br,Real Pictures*Massive Renovated 1 Bedroom*Orange*No Fee," 445 Central Ave*Orange, NJ",https://newjersey.craigslist.org/apa/d/real-picturesmassive/6555201040.html
26,Bergen,Dumont,7628,2018-04-16 09:37,1300,1br,STUNNING BRAND NEW LUXURY APARTMENT*EASY NYC COMMUTE*NO FEE," EAST ORANGE, NJ",https://newjersey.craigslist.org/apa/d/stunning-brand-new-luxury/6555198776.html
27,Bergen,Dumont,7628,2018-04-16 09:37,1195,1br,FREE MONTH RENT--BEAUTIFUL RENOVATED 1 BR APT*20 MIN TO NYC, EAST ORANGE--25 N HARRISON ST,https://newjersey.craigslist.org/apa/d/free-month-rent-beautiful/6557071670.html
28,Bergen,Dumont,7628,2018-04-16 09:35,1595,1br,ONE BEDROOM heat inc'd no broker fee walk 2 path train Laundry, JERSEY CITY 92 HIGHLAND AVE UNIT 303,https://newjersey.craigslist.org/apa/d/one-bedroom-heat-incd-no/6552630527.html
29,Bergen,Dumont,7628,2018-04-16 09:35,795,,324 and 339 Broadway Apartment for Rent, Paterson,https://newjersey.craigslist.org/apa/d/324-and-339-broadway/6551753863.html
30,Bergen,Dumont,7628,2018-04-16 09:35,925,1br,431 Broadway Apartment for rent, Paterson,https://newjersey.craigslist.org/apa/d/431-broadway-apartment-for/6549588469.html
31,Bergen,Dumont,7628,2018-04-16 09:34,1200,1br,Adorable One  Bedroom On The Second Floor of a Mid Rise Building, Nutley,https://newjersey.craigslist.org/apa/d/adorable-one-bedroom-on-the/6562476829.html
32,Bergen,Dumont,7628,2018-04-16 09:33,1800,3br,Spacious Renovated 3 bed / 1.5 bath Apartment Available 5/1/2018!," 235 Cristiani St, Rosellem, NJ",https://newjersey.craigslist.org/apa/d/spacious-renovated-3-bed-15/6562448341.html
33,Bergen,Dumont,7628,2018-04-16 09:32,1675,2br,2 Bedrooms Apartment **RIGHT ACROSS Rahway Train Station**, 65 East Milton St,https://newjersey.craigslist.org/apa/d/2-bedrooms-apartment-right/6562468785.html
34,Bergen,Dumont,7628,2018-04-16 09:31,1830,1br,♻1BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/1br-luxury-building-no-fee/6562461633.html
35,Bergen,Dumont,7628,2018-04-16 09:30,2250,1br,Guttenberg Galaxy Towers One Bedroom apt on Blvd East, 7000 Blvd East,https://newjersey.craigslist.org/apa/d/guttenberg-galaxy-towers-one/6543874805.html
36,Bergen,Dumont,7628,2018-04-16 09:30,2100,1br,Guttenberg 1 bd 1.5 baths Condo with Terrace on Blvd East, 7002 Boulevard east,https://newjersey.craigslist.org/apa/d/guttenberg-1-bd-15-baths/6562472844.html
37,Bergen,Dumont,7628,2018-04-16 09:29,1913,,Between homes? Short Term Furnished Studio Available Immediately!," Mt. Olive / Budd Lake, NJ",https://newjersey.craigslist.org/apa/d/between-homes-short-term/6562472456.html
38,Bergen,Dumont,7628,2018-04-16 09:29,1169,1br,Apartment available in Newark near NJIT and Rutgers, Newark,https://newjersey.craigslist.org/apa/d/apartment-available-in-newark/6542759743.html
39,Bergen,Dumont,7628,2018-04-16 09:28,1575,1br,West New York One Bedroom apartment for rent on Blvd East, 6045 Blvd East,https://newjersey.craigslist.org/apa/d/west-new-york-one-bedroom/6553435548.html
40,Bergen,Dumont,7628,2018-04-16 09:28,1050,1br,BRAND NEW RENOVATED APARTMENTS IN EAST ORANGE*NEAR TRANSIT*NO FEE, EAST ORANGE*30 MIN  TO NYC,https://newjersey.craigslist.org/apa/d/brand-new-renovated/6558951025.html
41,Bergen,Dumont,7628,2018-04-16 09:28,2100,1br,West New York One bedroom apt on Blvd East Large Terrace, 6040 Blvd east,https://newjersey.craigslist.org/apa/d/west-new-york-one-bedroom-apt/6560529740.html
42,Bergen,Dumont,7628,2018-04-16 09:28,995,1br,STUNNING RENOVATED 1 BR APT*PARK AVE*EAST ORANGE*NO FEE," 470 Park Ave^East Orange,NJ",https://newjersey.craigslist.org/apa/d/stunning-renovated-1-br/6558880887.html
43,Bergen,Dumont,7628,2018-04-16 09:28,1295,2br,NEW MANAGEMENT* RENOVATED 2 BR APT*PARK AVE EAST ORANGE*NO FEE," 492 PARK AVE EAST ORANGE, NJ",https://newjersey.craigslist.org/apa/d/new-management-renovated-2-br/6558876187.html
44,Bergen,Dumont,7628,2018-04-16 09:28,1025,1br,COZY 1 BR APT--BRICK CHURCH--20 MIN TO NYC--NO FEE," 83 HALSTED ST EAST ORANGE, NJ",https://newjersey.craigslist.org/apa/d/cozy-1-br-apt-brick-church-20/6558944808.html
45,Bergen,Dumont,7628,2018-04-16 09:28,1195,1br,SS APPLIANCES*GRANITE*GREAT LOCATION*PARKING*LAUNDRY*NO FEE, HIGH STREET ORANGE NJ,https://newjersey.craigslist.org/apa/d/ss-appliancesgranitegreat/6558923090.html
47,Bergen,Dumont,7628,2018-04-16 09:28,895,,BRICK CHURCH STATION*20 MIN TO NYC*LARGE STUDIO APT* NO FEE, EAST ORANGE*BRICK CHURCH,https://newjersey.craigslist.org/apa/d/brick-church-station20-min-to/6559098125.html
48,Bergen,Dumont,7628,2018-04-16 09:28,1395,2br,RENOVATED 2 BR APT NEAR BRICK CHURCH*GREAT NYC COMMUTE*NO FEE," 250 SOUTH HARRISON STREET EAST ORANGE, N",https://newjersey.craigslist.org/apa/d/renovated-2-br-apt-near-brick/6555215869.html
49,Bergen,Dumont,7628,2018-04-16 09:28,1025,1br,^^LOVELY 1 BR APT IN GARDEN SETTING IN ORANGE^^REAL PICS^^NO FEE, Orange*467 Lincoln Ave,https://newjersey.craigslist.org/apa/d/lovely-1-br-apt-in-garden/6556967848.html
50,Bergen,Dumont,7628,2018-04-16 09:27,1175,1br,CHERRY KITCHEN*BRAND NEW APPLIANCES*OFF STREET PARKING*REAL PICS," ORANGE, NJ - 380 PARK AVE",https://newjersey.craigslist.org/apa/d/cherry-kitchenbrand-new/6560019969.html
51,Bergen,Dumont,7628,2018-04-16 09:27,1225,2br,Real Pics*New Management*Basement 2 BR Apt*20 Min To NYC*No fee, East Orange*115 Halsted Street,https://newjersey.craigslist.org/apa/d/real-picsnew/6557920745.html
52,Bergen,Dumont,7628,2018-04-16 09:27,1175,1br,**STUNNING GARDEN COMPLEX IN ORANGE*HEAT AND HW INCL*LARGE APTS*," CENTRAL AVENUE ORANGE, NJ",https://newjersey.craigslist.org/apa/d/stunning-garden-complex-in/6557503866.html
53,Bergen,Dumont,7628,2018-04-16 09:27,1100,1br,HUGE AND RENOVATED 1 BR APT IN ORANGE*HEAT AND HW INCL*NO FEE," 445 CENTRAL AVE--ORANGE, NJ",https://newjersey.craigslist.org/apa/d/huge-and-renovated-1-br-apt/6557913096.html
54,Bergen,Dumont,7628,2018-04-16 09:27,1025,1br,Beautiful 1 bedroom apt*great area*brand new*No fee, Orange*324 S Center,https://newjersey.craigslist.org/apa/d/beautiful-1-bedroom-aptgreat/6555217429.html
55,Bergen,Dumont,7628,2018-04-16 09:26,2195,1br,"1 bedroom -W/ Den, Balcony,Walk-in closet, Fitness Center-Tour Today!",,https://newjersey.craigslist.org/apa/d/1-bedroom-den-balconywalk-in/6562469904.html
56,Bergen,Dumont,7628,2018-04-16 09:25,1675,2br,Apartamento de 2 dormitorios ** CERCA de la estación de tren, 65 East Milton St,https://newjersey.craigslist.org/apa/d/apartamento-de-2-dormitorios/6562469049.html
57,Bergen,Dumont,7628,2018-04-16 09:24,700,3br,BEAUTIFUL RENTALS AVAILABLE NOW,,https://newjersey.craigslist.org/apa/d/beautiful-rentals-available/6547153787.html
58,Bergen,Dumont,7628,2018-04-16 09:24,700,3br,THE GRAND: Absolutely Adorable 2 Br APARTMENT,,https://newjersey.craigslist.org/apa/d/the-grand-absolutely-adorable/6552447321.html
59,Bergen,Dumont,7628,2018-04-16 09:24,1785,,♧♧ LUXURY STUDIO! 2 MONTHS FREE RENT! **NO FEE! MINUTES FROM NYC!, SECAUCUS,https://newjersey.craigslist.org/apa/d/luxury-studio-2-months-free/6562468199.html
60,Bergen,Dumont,7628,2018-04-16 09:23,1475,,"Available Now, Lovely Kitchen, Controlled Access", MONTCLAIR,https://newjersey.craigslist.org/apa/d/available-now-lovely-kitchen/6562467783.html
61,Bergen,Dumont,7628,2018-04-16 09:22,3194,1br,"Stainless Steel, ENERGY STAR® Appliances, Covered Parking Garage", Weehawken,https://newjersey.craigslist.org/apa/d/stainless-steel-energy-star/6562466631.html
62,Bergen,Dumont,7628,2018-04-16 09:20,3500,2br,♯♯2BR LUXURY BUILDING! NYC VIEWS! **NO FEE! GET TO NYC IN 10 MINUTES, WEEHAWKEN,https://newjersey.craigslist.org/apa/d/2br-luxury-building-nyc-views/6562456621.html
63,Bergen,Dumont,7628,2018-04-16 09:20,2600,2br,♧♧ 2BR LUXURY PROPERTY! ** NO FEE! MOMENTS FROM NYC ♧♧, ENGLEWOOD,https://newjersey.craigslist.org/apa/d/2br-luxury-property-no-fee/6544187365.html
64,Bergen,Dumont,7628,2018-04-16 09:20,2021,1br,♧ 1BR LUXURY PROPERTY! 2 MONTHS FREE RENT! *NO FEE! MINUTES FROM NYC!, SECAUCUS,https://newjersey.craigslist.org/apa/d/1br-luxury-property-2-months/6554486201.html
65,Bergen,Dumont,7628,2018-04-16 09:20,1910,1br,♻1BR LARGE LUXURY BUILDING! NO FEE! FREE SHUTTLE 2 EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/1br-large-luxury-building-no/6556104259.html
66,Bergen,Dumont,7628,2018-04-16 09:20,2600,2br,♧♧ 2BR LUXURY PROPERTY! **NO FEE! MOMENTS FROM NYC ♧♧, ENGLEWOOD,https://newjersey.craigslist.org/apa/d/2br-luxury-property-no-fee/6544184329.html
67,Bergen,Dumont,7628,2018-04-16 09:19,2325,2br,♻2BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/2br-luxury-building-no-fee/6554492754.html
68,Bergen,Dumont,7628,2018-04-16 09:19,3700,2br,♧♧ 2BR LUXURY EDGEWATER PROPERTY! NYC VIEWS!! **NO FEE! ♧, EDGEWATER,https://newjersey.craigslist.org/apa/d/2br-luxury-edgewater-property/6556096327.html
69,Bergen,Dumont,7628,2018-04-16 09:19,2340,2br,♻2BR LUXURY BUILDING! **NO FEE! FREE SHUTTLE TO EXPRESS NYC TRAINS!, EAST RUTHERFORD,https://newjersey.craigslist.org/apa/d/2br-luxury-building-no-fee/6556112543.html
70,Bergen,Dumont,7628,2018-04-16 09:19,2615,2br,♧ 2BR LUXURY PROPERTY! 2 MONTHS FREE RENT! *NO FEE! MINUTES FROM NYC!, SECAUCUS,https://newjersey.craigslist.org/apa/d/2br-luxury-property-2-months/6554481564.html
