Borough,Neighborhood,Zipcode,Date,Price,Bedrooms,Title,Location,Link
Brooklyn,Central Brooklyn,11213,2018-03-13 15:15,1549,1br,"?""? large renovated 1 Bed in heart of Crown Heights/ Must see", Crown Heights/ Lefferts Gardens,https://newyork.craigslist.org/brk/abo/d/large-renovated-1-bed-in/6526682096.html
Brooklyn,Central Brooklyn,11213,2018-03-13 15:10,1795,1br,BRAND NEW MASSIVE LARGE APARTMENT HEAT & HOT WATER INCLUDED No Fee," 3, 4, 5 Trains Crown Heights",https://newyork.craigslist.org/brk/abo/d/brand-new-massive-large/6526855282.html
Brooklyn,Central Brooklyn,11213,2018-03-13 15:08,2695,3br,* Crown Heights * Welcome Roommates /3Br Apt Last Unit ** No Fee  **, * CROWN HEIGHTS  *,https://newyork.craigslist.org/brk/abo/d/crown-heights-welcome/6504261251.html
Brooklyn,Central Brooklyn,11213,2018-03-13 15:08,2695,3br,* CROWN HEIGHTS * PERFECT FOR ROOMMATES - SWEET 3BR APT /  BEST DEAL !, * CROWN HEIGHTS / NO FEE *,https://newyork.craigslist.org/brk/abo/d/crown-heights-perfect-for/6504250105.html
Brooklyn,Central Brooklyn,11213,2018-03-13 15:07,2695,3br,* CROWN HEIGHTS * ATTRACTIVE @ 3BR APT FULLY RENOVATED / BEST DEAL !!, * CROWN HEIGHTS / NO FEE *,https://newyork.craigslist.org/brk/abo/d/crown-heights-attractive-3br/6505176269.html
Brooklyn,Central Brooklyn,11213,2018-03-13 15:07,2645,3br,* CROWN HEIGHTS * GREAT @@ 3BR APT / PERFECT FOR ROOMMATES !!, * CROWN HEIGHTS / NO FEE *,https://newyork.craigslist.org/brk/abo/d/crown-heights-great-3br-apt/6506121345.html
Brooklyn,Central Brooklyn,11213,2018-03-13 14:44,1995,2br,HOT DEAL-----LAUNDRY IN BUILDING---SUPER LOCATION----GREAT PRICE, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/hot-deal-laundry-in-building/6513237014.html
Brooklyn,Central Brooklyn,11213,2018-03-13 14:44,5795,4br,Crown Heights wow 4Br 2Ba duplex high end perfect for shares no fee, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/crown-heights-wow-4br-2ba/6529241596.html
Brooklyn,Central Brooklyn,11213,2018-03-13 14:44,2275,1br,NO FEE! TOP FLOR*SUNNY*LARGE CLOSETS! FREE GYM/BIKE ROOM*LAUNDRY*PETS!, Crown Heights/ Brooklyn,https://newyork.craigslist.org/brk/abo/d/no-fee-top-florsunnylarge/6523284046.html
Brooklyn,Central Brooklyn,11213,2018-03-13 14:38,1300,,"??»QUIET Neighborhood, LOVELY APT.? Modern bath and kitchen",,https://newyork.craigslist.org/brk/abo/d/quiet-neighborhood-lovely-apt/6529205904.html
Brooklyn,Central Brooklyn,11213,2018-03-13 14:17,2400,3br,Undermarket 3bedroom 2bath near  trains rains *, crown heights / bedstuy,https://newyork.craigslist.org/brk/abo/d/undermarket-3bedroom-2bath/6529190458.html
Brooklyn,Central Brooklyn,11213,2018-03-13 14:16,5795,4br,"Amazing 4Br/2Ba Dplx 2000 sqft Dplx with yard & w/d inc ,No fee", Crown Heights,https://newyork.craigslist.org/brk/abo/d/amazing-4br-2ba-dplx-2000/6529159318.html
Brooklyn,Central Brooklyn,11213,2018-03-13 14:05,2700,3br,Large 3BR2bath for Rent near everything !!!!, crown heights / prospect heights,https://newyork.craigslist.org/brk/abo/d/large-3br2bath-for-rent-near/6529188607.html
Brooklyn,Central Brooklyn,11213,2018-03-13 14:00,2000,3br,"?? Gorgeous 3 bedroom apartment, must see!?? Move in ASA",,https://newyork.craigslist.org/brk/abo/d/gorgeous-3-bedroom-apartment/6529186090.html
Brooklyn,Central Brooklyn,11213,2018-03-13 13:45,1549,1br,*-*Beautiful large renovated 1 Bed by Eastern Parkway & Utica Avenue*-, Crown Heights / Lefferts Gardens,https://newyork.craigslist.org/brk/abo/d/beautiful-large-renovated-1/6526626245.html
Brooklyn,Central Brooklyn,11213,2018-03-13 13:43,1550,1br,ONE BEDROOM IN CROWN HEIGHTS WITH WASHER DRYER HOOKUP 1550, TROY AVE,https://newyork.craigslist.org/brk/abo/d/one-bedroom-in-crown-heights/6520208078.html
Brooklyn,Central Brooklyn,11213,2018-03-13 13:43,1999,2br,SEXY TWO BEDROOM IN NEWLT RENO APT PRIME CROWN HEIGHTS 1999, ST JONHS PL,https://newyork.craigslist.org/brk/abo/d/sexy-two-bedroom-in-newlt/6520198581.html
Brooklyn,Central Brooklyn,11213,2018-03-13 13:42,1999,2br,AMAZING TWO BEDROOM IN CROWN HEIGHT NEWLY RENO 1999, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/amazing-two-bedroom-in-crown/6513874191.html
Brooklyn,Central Brooklyn,11213,2018-03-13 13:42,1525,1br,MASSIVE ONE BEDROOM IN CROWN HEIGHTS 1525 WON'T LAST, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/massive-one-bedroom-in-crown/6516143081.html
Brooklyn,Central Brooklyn,11213,2018-03-13 13:37,1799,2br,"*CROWN HEIGHTS* COZY 2 BED WITH BACK YARD~WONT LAST ~A,C,2-5 TRAINS", CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/crown-heights-cozy-2-bed-with/6524341260.html
Brooklyn,Central Brooklyn,11213,2018-03-13 13:11,2149,2br,"Just 1 block from Utica (A,C) and not far from the Utica (2,3,4,5) tr", Crown Heights,https://newyork.craigslist.org/brk/abo/d/just-1-block-from-utica-ac/6529135763.html
Brooklyn,Central Brooklyn,11213,2018-03-13 12:47,2195,1br,NO FEE- FREE GYM!*EXTRA SUN!*FREE MONTH!*LAUNDRY* PARKING*PETS+, EASTERN PARKWAY,https://newyork.craigslist.org/brk/abo/d/no-fee-free-gymextra-sunfree/6529088615.html
Brooklyn,Central Brooklyn,11213,2018-03-13 12:38,2600,2br,NO FEE-FREE MONTH! EASTERN PARKWAY*SUNNY*BEAUTIFUL*GYM*LAUNDRY*PARK, Crown Heights/ Brooklyn,https://newyork.craigslist.org/brk/abo/d/no-fee-free-month-eastern/6529050824.html
Brooklyn,Central Brooklyn,11213,2018-03-13 12:15,5795,4br,"Crown Heights wow hurry up 4Br duplex 2Ba back yard and more 3,4,5", CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/crown-heights-wow-hurry-up/6519416457.html
Brooklyn,Central Brooklyn,11213,2018-03-13 12:15,1549,1br,** Beautiful large renovated 1 Bed by Eastern Parkway & Utica Avenue!!, Crown Heights / Lefferts Gardens,https://newyork.craigslist.org/brk/abo/d/beautiful-large-renovated-1/6529062185.html
Brooklyn,Central Brooklyn,11213,2018-03-13 12:14,2595,3br,Stuyvesant Heights amazing renovated 3Br apt great for shares no fee, Stuyvesant Heights,https://newyork.craigslist.org/brk/abo/d/stuyvesant-heights-amazing/6519924121.html
Brooklyn,Central Brooklyn,11213,2018-03-13 12:13,1850,2br,All New 2 bedroom, Pacific street,https://newyork.craigslist.org/brk/abo/d/all-new-2-bedroom/6529153492.html
Brooklyn,Central Brooklyn,11213,2018-03-13 11:41,2599,2br,The exclusive state-of-the-art kitchen features granite countertops a, Crown Heights,https://newyork.craigslist.org/brk/abo/d/the-exclusive-state-of-the/6513872590.html
Brooklyn,Central Brooklyn,11213,2018-03-13 11:41,2359,2br,Newly renovated apartment in Crown Heights! This home boasts: Bosch, Crown Heights,https://newyork.craigslist.org/brk/abo/d/newly-renovated-apartment-in/6513881135.html
Brooklyn,Central Brooklyn,11213,2018-03-13 11:40,3049,3br,Modern 3 bedroom Duplex apartment with a private backyard in a newly, Crown Heights,https://newyork.craigslist.org/brk/abo/d/modern-3-bedroom-duplex/6504942625.html
Brooklyn,Central Brooklyn,11213,2018-03-13 11:40,2359,2br,"This home boasts: Bosch appliances, Speed Oven, Caesarstone quartz", Crown Heights,https://newyork.craigslist.org/brk/abo/d/this-home-boasts-bosch/6505011346.html
Brooklyn,Central Brooklyn,11213,2018-03-13 11:39,2349,1br,"1 Bed / 1 Bath in Crown Heights, Brooklyn", Crown Heights,https://newyork.craigslist.org/brk/abo/d/1-bed-1-bath-in-crown-heights/6506828171.html
Brooklyn,Central Brooklyn,11213,2018-03-13 11:37,2250,1br,?? Gorgeous Brand new Luxury ?? Residences Renting Fast!, Crown Heights,https://newyork.craigslist.org/brk/abo/d/gorgeous-brand-new-luxury/6528947592.html
Brooklyn,Central Brooklyn,11213,2018-03-13 11:15,2595,3br,NEWLY RENOVATED~~~~BEST LOCATION~~~~WONT LAST~~~, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/newly-renovatedbest/6521066191.html
Brooklyn,Central Brooklyn,11213,2018-03-13 11:01,1595,1br,!*NO FEE*!MAGNIFICENT 1 BED*GUT RENO!*NEAR PARKWAY AND TRAINS!*STEAL!!, CROWN HEIGHTS/EASTERN PARKWAY,https://newyork.craigslist.org/brk/nfb/d/no-feemagnificent-1-bedgut/6529054533.html
Brooklyn,Central Brooklyn,11213,2018-03-13 10:45,2497,3br,"Beauty Gut Renovated 3br 1ba w/laundry, 3 4 C Trains", Crown Heights,https://newyork.craigslist.org/brk/abo/d/beauty-gut-renovated-3br-1ba/6528913451.html
Brooklyn,Central Brooklyn,11213,2018-03-13 09:21,160,2br,?? lArGe rOoM with shared kitchen.?Private and secured room,,https://newyork.craigslist.org/brk/abo/d/large-room-with-shared/6498463965.html
Brooklyn,Central Brooklyn,11213,2018-03-13 09:08,1400,2br,sPaCiOuS FuLlY renovated two bedroom - prime location!??,,https://newyork.craigslist.org/brk/abo/d/spacious-fully-renovated-two/6498167584.html
Brooklyn,Central Brooklyn,11213,2018-03-13 08:32,1995,2br,***WOW***HOT DEAL***GREAT PRICE***SUPER LOCATION***, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/wowhot-dealgreat-pricesuper/6520780797.html
Brooklyn,Central Brooklyn,11213,2018-03-13 08:32,2595,3br,BRAND NEW-----SUPER LOCATION----NO FEES-----LIVE IN SUPER, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/brand-new-super-location-no/6520773633.html
Brooklyn,Central Brooklyn,11213,2018-03-13 08:30,1549,1br,«««Beautiful large renovated 1 Bed in heart of«Crown Heights/«Must see, Crown Heights/ Lefferts Gardens,https://newyork.craigslist.org/brk/abo/d/beautiful-large-renovated-1/6525722162.html
Brooklyn,Central Brooklyn,11213,2018-03-13 08:30,1549,1br,??? Beautiful large renovated 1 Bed by?Eastern Parkw, Crown Heights / Lefferts Gardens,https://newyork.craigslist.org/brk/abo/d/beautiful-large-renovated-1/6525739479.html
Brooklyn,Central Brooklyn,11213,2018-03-13 01:03,2199,,GORGEOUS GUT RENOVATED TWO BEDROOM APARTMENT IN THE HOTTEST PART OF CR,,https://newyork.craigslist.org/brk/abo/d/gorgeous-gut-renovated-two/6528707185.html
Brooklyn,Central Brooklyn,11213,2018-03-13 01:03,2595,3br,BRAND NEW+++GORGEOUS+++NO FEES+++LIVE IN SUPER, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/brand-newgorgeousno-feeslive/6520115358.html
Brooklyn,Central Brooklyn,11213,2018-03-12 23:56,1950,2br,Amazing 2 Bedroom Apartment in Crown Heights, Crown Heights,https://newyork.craigslist.org/brk/abo/d/amazing-2-bedroom-apartment/6528668703.html
Brooklyn,Central Brooklyn,11213,2018-03-12 23:42,2250,3br,?? ??NO FEE?? 3BR- Nice Size Rooms! Beautiful Building!, LINCOLN PLACE,https://newyork.craigslist.org/brk/abo/d/no-fee-3br-nice-size-rooms/6528651291.html
Brooklyn,Central Brooklyn,11213,2018-03-12 21:59,1300,,"»qUiEt nEiGhBoRhOoD, LOVELY APT. ? Modern bath and kitchen?",,https://newyork.craigslist.org/brk/abo/d/quiet-neighborhood-lovely-apt/6498479683.html
Brooklyn,Central Brooklyn,11213,2018-03-12 21:54,1124,2br,?? LuXuRy tWo bedroom apt ? bath and kitchen?,,https://newyork.craigslist.org/brk/abo/d/luxury-two-bedroom-apt-bath/6498493198.html
Brooklyn,Central Brooklyn,11213,2018-03-12 21:50,1995,2br,? mOvE In aSaP  Beautiful 2  ? bedroom wood floors  ? modern k,,https://newyork.craigslist.org/brk/abo/d/move-in-asap-beautiful-2/6498500004.html
Brooklyn,Central Brooklyn,11213,2018-03-12 21:48,1250,1br,"?? sIzZlInG HoT DeAl!! Easy-Commute, ?Pleasant & Easy-Comm",,https://newyork.craigslist.org/brk/abo/d/sizzling-hot-deal-easy/6498482151.html
Brooklyn,Central Brooklyn,11213,2018-03-12 21:09,2499,3br,*CROWN HEIGHTS* TOP FLOOR 3 BED APT~LAUNDRY&BIKE STORAGE~GREAT DEAL, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/crown-heights-top-floor-3-bed/6528455013.html
Brooklyn,Central Brooklyn,11213,2018-03-12 20:49,1799,1br,*CROWN HEIGHTS* GARDEN APT 1 BED+OFFICE SPACE~NO BROKER FEE, CROWN HEIGHTS / NO FEE,https://newyork.craigslist.org/brk/abo/d/crown-heights-garden-apt-1/6528433415.html
Brooklyn,Central Brooklyn,11213,2018-03-12 20:33,5795,4br,Wow top of the line 4Br duplex 2Ba brownstone with back yard no fee, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/wow-top-of-the-line-4br/6528470026.html
Brooklyn,Central Brooklyn,11213,2018-03-12 20:22,5795,4br,Crown Heights one of a kind 4Br duplex 2Ba with back yard no fee, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/crown-heights-one-of-kind-4br/6528406148.html
Brooklyn,Central Brooklyn,11213,2018-03-12 20:06,2595,3br,"Stuyvesant Heights the best deal in town 3Br w/d hookups no fee A,C,J", Stuyvesant Heights,https://newyork.craigslist.org/brk/abo/d/stuyvesant-heights-the-best/6528412818.html
Brooklyn,Central Brooklyn,11213,2018-03-12 20:01,2600,3br,MODERN & SUNNY 3 BEDROOM APARTMENT RIGHT @2 3 4 5 TRAIN! CROWN-HEIGHTS, KINGSTON 2 3 4 5 TRAINS - PROSPECT PARK,https://newyork.craigslist.org/brk/abo/d/modern-sunny-3-bedroom/6521802455.html
Brooklyn,Central Brooklyn,11213,2018-03-12 19:55,1950,1br,NEW 1 BD in CROWN HEIGHTS! *LAUNDRY*DISHWASHER*NO BROKER FEE !, Crown Heights,https://newyork.craigslist.org/brk/abo/d/new-1-bd-in-crown-heights/6518791206.html
Brooklyn,Central Brooklyn,11213,2018-03-12 19:21,2200,,3BR Unit on 2Fl w/Terrace in Lincoln Pl, Crown Heights,https://newyork.craigslist.org/brk/abo/d/3br-unit-on-2fl-terrace-in/6510049719.html
Brooklyn,Central Brooklyn,11213,2018-03-12 19:07,2650,2br,BEAUTIFUL NEW CORNER  APARTMENT W/ VIEW* GYM*LAUNDRY*EASTERN PARKWAY, Crown Heights/Brooklyn,https://newyork.craigslist.org/brk/abo/d/beautiful-new-corner/6528344983.html
Brooklyn,Central Brooklyn,11213,2018-03-12 19:04,2250,1br,??? Gorgeous Brand new Luxury Residences ? Renting Fast!, Crown Heights,https://newyork.craigslist.org/brk/abo/d/gorgeous-brand-new-luxury/6528350502.html
Brooklyn,Central Brooklyn,11213,2018-03-12 18:34,1795,2br,"BEAUTIFUL 2 BR. BY UTICA 345 TRAINS. H.H. INC. ""NO FEE""", CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/beautiful-2-br-by-utica-345/6528293731.html
Brooklyn,Central Brooklyn,11213,2018-03-12 18:07,1549,1br,!~!Beautiful large renovated 1Bed in heart of Crown Heights/ Must see!, Crown Heights/ Lefferts Gardens,https://newyork.craigslist.org/brk/abo/d/beautiful-large-renovated/6528279111.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:43,1999,2br,Gorgeous 2 bedroom in Crown Heights,,https://newyork.craigslist.org/brk/abo/d/gorgeous-2-bedroom-in-crown/6512707068.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:43,1999,2br,Awesome 2 bedroom in Crown Heights,,https://newyork.craigslist.org/brk/abo/d/awesome-2-bedroom-in-crown/6514953038.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:41,2054,2br,Cozy remodeled apartment in Crown Heights,,https://newyork.craigslist.org/brk/abo/d/cozy-remodeled-apartment-in/6519337511.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:40,1400,2br,??- King size bedroom! ??- Laundry in the building!,,https://newyork.craigslist.org/brk/abo/d/king-size-bedroom-laundry-in/6500948986.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:36,2650,3br,"3bd/1bath H/HW Included Laundry in building NO FEE $2,650 NO FEE",,https://newyork.craigslist.org/brk/abo/d/3bd-1bath-hw-included-laundry/6528301348.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:35,2250,3br,Stunning 3br in Crown Heights,,https://newyork.craigslist.org/brk/abo/d/stunning-3br-in-crown-heights/6523539122.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:29,2650,2br,FREE MONTH* NO FEE- BEAUTIFUL CORNER APARTMENT/VIEW*GYM*LAUNDRY+, Crown Heights/Brooklyn,https://newyork.craigslist.org/brk/abo/d/free-month-no-fee-beautiful/6528213093.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:25,2595,2br,NO FEE-FREE MONTH! SUNNY & MODERN! EASTERN PARKWAY*GYM+LAUNDRY+PARK+, Crown Heights/ Brooklyn/EASTERN PARKWAY,https://newyork.craigslist.org/brk/abo/d/no-fee-free-month-sunny/6528206390.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:23,2600,2br,FREE MONTH! BEAUTIFUL*BRAND NEW* SUNNY*MODERN*GYM+LAUNDRY+PARKING+PETS, Crown Heights/ Brooklyn/EASTERN PARKWAY,https://newyork.craigslist.org/brk/abo/d/free-month-beautifulbrand-new/6524081886.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:10,2600,2br,$2000 IKEA CREDIT!NO FEE-NEW BUILDING*EASTERN PARKWAY*GYM*PARKING*ROOF, Crown Heights/Brooklyn,https://newyork.craigslist.org/brk/abo/d/2000-ikea-creditno-fee-new/6528214935.html
Brooklyn,Central Brooklyn,11213,2018-03-12 17:04,2675,2br,FREE MONTH! ROOMMATES CALL! NEW BUILDING*GYM*PARKING*ROOF+, Crown Heights/Brooklyn,https://newyork.craigslist.org/brk/abo/d/free-month-roommates-call-new/6528214040.html
Brooklyn,Central Brooklyn,11213,2018-03-12 16:54,5795,4br,Crown Heights spectacular 4Br 2Ba duplex in an amazing brownstone, CROWN HEIGHTS,https://newyork.craigslist.org/brk/abo/d/crown-heights-spectacular-4br/6528196992.html
Brooklyn,Central Brooklyn,11213,2018-03-12 16:50,3550,4br,"4bd/2bath Private Yard, H/HW Included! NO FEE $3,550",,https://newyork.craigslist.org/brk/abo/d/4bd-2bath-private-yard-hw/6528277123.html
Brooklyn,Central Brooklyn,11213,2018-03-12 16:30,2500,3br,UPDATED AND MODERN TRUE 3 BEDROOMS. NO FEE. GREAT LOCATION. !!, CROWN HEIGHTS / NO FEE,https://newyork.craigslist.org/brk/abo/d/updated-and-modern-true-3/6521185606.html
Brooklyn,Central Brooklyn,11213,2018-03-12 16:29,1550,1br,574 Albany ave 1 BEDROOM 1550, Brooklyn,https://newyork.craigslist.org/brk/abo/d/574-albany-ave-1-bedroom-1550/6528222706.html
Brooklyn,Central Brooklyn,11213,2018-03-12 15:48,2395,3br,3 Bedroom in Crown Heights (renovated), 1687 Carroll Street,https://newyork.craigslist.org/brk/abo/d/3-bedroom-in-crown-heights/6523428913.html
Brooklyn,Central Brooklyn,11213,2018-03-12 15:48,2400,2br,2 Bedroom in Crown Heights (new construction), 1147 Saint Johns Place,https://newyork.craigslist.org/brk/abo/d/2-bedroom-in-crown-heights/6522000247.html
Brooklyn,Central Brooklyn,11213,2018-03-12 15:47,2350,2br,2 Bedroom in Crown Heights (new construction), 1157 Saint Johns Place,https://newyork.craigslist.org/brk/abo/d/2-bedroom-in-crown-heights/6520852663.html
Brooklyn,Central Brooklyn,11213,2018-03-12 15:41,2250,1br,??? Gorgeous Brand new Luxury ??? Residences, Crown Heights,https://newyork.craigslist.org/brk/abo/d/gorgeous-brand-new-luxury/6525566700.html
Brooklyn,Central Brooklyn,11213,2018-03-12 15:30,1549,1br,?? Beautiful large renovated 1 Bed in heart of Crown Heights/ Must s, Crown Heights/ Lefferts Gardens,https://newyork.craigslist.org/brk/abo/d/beautiful-large-renovated-1/6525350330.html
Brooklyn,Central Brooklyn,11213,2018-03-12 15:20,160,2br,"?? Cozy room  on St. Johns Place, 3R  ??   Crown Hei",,https://newyork.craigslist.org/brk/abo/d/cozy-room-on-st-johns-place/6525535513.html
Brooklyn,Central Brooklyn,11213,2018-03-12 14:40,2250,2br,New 2 Bedroom in Prime Crown Heights w/Washer Dryer Hook-up, crown Heights/ Franklin Ave,https://newyork.craigslist.org/brk/nfb/d/new-2-bedroom-in-prime-crown/6528093442.html
Brooklyn,Central Brooklyn,11213,2018-03-12 13:52,1400,2br,»»» Spacious fully renovated two bedroom -»»»  prime location!,,https://newyork.craigslist.org/brk/abo/d/spacious-fully-renovated-two/6525437070.html
Brooklyn,Central Brooklyn,11213,2018-03-12 13:42,1995,2br,Gut Renovated 2 huge bedroom with kitchen island, Crown Heights,https://newyork.craigslist.org/brk/nfb/d/gut-renovated-2-huge-bedroom/6528002627.html
Brooklyn,Central Brooklyn,11213,2018-03-12 13:40,3300,3br,3BDRM SUPER BIG LARGE SPACE LOVELY BUILDING, CrownHeights,https://newyork.craigslist.org/brk/abo/d/3bdrm-super-big-large-space/6505471080.html
Brooklyn,Central Brooklyn,11213,2018-03-12 13:39,2200,2br,Crown Heights Renovated Beautiful 2 Bedroom Apt, Park Place,https://newyork.craigslist.org/brk/abo/d/crown-heights-renovated/6513109724.html
Brooklyn,Central Brooklyn,11213,2018-03-12 13:36,2300,3br,MAGNIFICENT GUT RENOVATED THREE BEDROOM *NO FEE* HUGE UNIT!!, Crown Heights Utica,https://newyork.craigslist.org/brk/nfb/d/magnificent-gut-renovated/6527993826.html
Brooklyn,Central Brooklyn,11213,2018-03-12 13:33,1850,1br,BEAUTIFUL LARGE 2BDRM PLENTY OF SUNLIGHT, CrownHeights,https://newyork.craigslist.org/brk/abo/d/beautiful-large-2bdrm-plenty/6523623304.html
Brooklyn,Central Brooklyn,11213,2018-03-12 13:33,3200,4br,NEWLY RENOVATED AND DID A REALLY GOOD JOB GORGEOUS, CrownHeights,https://newyork.craigslist.org/brk/abo/d/newly-renovated-and-did/6523605383.html
Brooklyn,Central Brooklyn,11213,2018-03-12 13:32,2100,2br,VERY SPACIOUS 2BDRM WITH RELIABLE BUILDING MANAGER, CrownHeights,https://newyork.craigslist.org/brk/abo/d/very-spacious-2bdrm-with/6523742865.html
Brooklyn,Central Brooklyn,11213,2018-03-12 13:17,1549,1br,??? large renovated 1 Bed in heart of Crown Heights/ ?, Crown Heights/ Lefferts Gardens,https://newyork.craigslist.org/brk/abo/d/large-renovated-1-bed-in/6527856276.html
Brooklyn,Central Brooklyn,11213,2018-03-12 13:07,1575,1br,"Spacious 1 bedrm!Near subway/laundry!New appliances,PETS OK!", Lefferts Gardens,https://newyork.craigslist.org/brk/abo/d/spacious-1-bedrmnear-subway/6525420772.html
Brooklyn,Central Brooklyn,11213,2018-03-12 12:58,2500,3br,Large 3br2ba near shops  and Trains, Bedstuy  / crown heights / prospect heights,https://newyork.craigslist.org/brk/abo/d/large-3br2ba-near-shops-and/6527794578.html
Brooklyn,Central Brooklyn,11213,2018-03-12 12:40,1550,1br,Spacious AFFORDABLE 1 BED!Near subway/laundry!Closet space!PETS OK!, Crown Heights,https://newyork.craigslist.org/brk/abo/d/spacious-affordable-1-bednear/6516243545.html
Brooklyn,Central Brooklyn,11216,2018-03-13 16:36,2249,1br,STUNNING DUPLEX! NO FEE* LAUNDRY IN BUILDING! EXPOSED BRICK!, crown heights,https://newyork.craigslist.org/brk/abo/d/stunning-duplex-no-fee/6524465318.html
Brooklyn,Central Brooklyn,11216,2018-03-13 16:35,2199,1br,GORGEOUS DUPLEX! NO FEE* LAUNDRY! PRIVATE ENTRANCE FROM OUTSIDE! BRICK, Crown heights,https://newyork.craigslist.org/brk/abo/d/gorgeous-duplex-no-fee/6523922640.html
Brooklyn,Central Brooklyn,11216,2018-03-13 16:30,1775,1br,"Bedstuy ,1Br Shared laundry & extra storage ,no fee ,c g trains", Bedstuy,https://newyork.craigslist.org/brk/abo/d/bedstuy-1br-shared-laundry/6512271345.html
Brooklyn,Central Brooklyn,11216,2018-03-13 16:29,1780,1br,"Bedstuy * 1Br big and spacious,h/hw inc ,Extra Storage & Laundry", Bedstuy,https://newyork.craigslist.org/brk/abo/d/bedstuy-1br-big-and-spacioush/6513316385.html
Brooklyn,Central Brooklyn,11216,2018-03-13 16:28,2995,3br,HEAT/HOT WATER INCLUDED--------NO FEES------GREAT PRICE----, CLINTON HILL,https://newyork.craigslist.org/brk/abo/d/heat-hot-water-included-no/6521237566.html
Brooklyn,Central Brooklyn,11216,2018-03-13 16:25,2699,3br,Nice spacious 3 bedroom 1.5 bathroom duplex with outdoor space!, Crown Heights @ A & C Nostrand ave,https://newyork.craigslist.org/brk/nfb/d/nice-spacious-3-bedroom-15/6529529603.html
Brooklyn,Central Brooklyn,11216,2018-03-13 16:24,2249,2br,STUNNING SPACIOUS APARTMENT! NO FEE* LAUNDRY IN BUILDING!EXPOSED BRICK, Crown heights,https://newyork.craigslist.org/brk/abo/d/stunning-spacious-apartment/6522202964.html
Brooklyn,Central Brooklyn,11216,2018-03-13 16:18,2500,1br,large 1 bedrooms with b\private balcony, crown heights,https://newyork.craigslist.org/brk/abo/d/large-1-bedrooms-with/6526644963.html
Brooklyn,Central Brooklyn,11216,2018-03-13 16:11,2800,3br,Spacious Garden Apt 3 BD 2 bath April 1st Move In date, Bushwick,https://newyork.craigslist.org/brk/abo/d/spacious-garden-apt-3-bd-2/6529393365.html
Brooklyn,Central Brooklyn,11216,2018-03-13 16:00,3000,2br,"2 Bed / 2 Bath next to C train w/ Elevator,Gym,Rooftop,Lounge - No Fee", Bed-Stuy,https://newyork.craigslist.org/brk/abo/d/2-bed-2-bath-next-to-train/6514611457.html
Brooklyn,Central Brooklyn,11216,2018-03-13 15:51,1995,1br,Bedstuy wow hurry up 1Br duplex only 1st and security no fee (A)(C), BEDSTUY,https://newyork.craigslist.org/brk/abo/d/bedstuy-wow-hurry-up-1br/6529356653.html
Brooklyn,Central Brooklyn,11216,2018-03-13 15:51,2800,3br,AMAZING DEAL..WON'T LAST!  SUPER SPACIOUS 3BR-  OUTDOOR SPACE! HEAT IN, CROWN HEIGHTS / PROSPECT HEIGHTS,https://newyork.craigslist.org/brk/abo/d/amazing-dealwont-last-super/6529320145.html
Brooklyn,Central Brooklyn,11216,2018-03-13 15:48,2499,2br,AMAZING BRAND NEW 2BR - SPACIOUS / NEAR TRAINS! VIEWS!, CROWN HEIGHTS / PROSPECT HEIGHTS,https://newyork.craigslist.org/brk/abo/d/amazing-brand-new-2br/6529303672.html
Brooklyn,Central Brooklyn,11216,2018-03-13 15:47,1833,2br,"BRAND NEW Crown Heights 2 Br/1Ba w Laundry, Bike Storage, & Backyard", Crown Heights,https://newyork.craigslist.org/brk/abo/d/brand-new-crown-heights-2-br/6526638903.html
Brooklyn,Central Brooklyn,11216,2018-03-13 15:46,2200,3br,BRAND NEW 3Br/1.5 Ba w Exposed Brick! Laundry/Bike Storage/Backyard!, Crown Heights,https://newyork.craigslist.org/brk/abo/d/brand-new-3br-15-ba-exposed/6526642798.html
